rank,rank_if_eligible,city_id,name,country,lat,lon,population,elevation_m,tz,microclimate_risk,microclimate_reason,coast_distance_km,relief_m,cell_elev_m,below_threshold,is_reference,comfort_hours_yr,daylight_hours_yr,comfort_fraction,worst_month_hours,best_month_hours,evenness_stat,evenness_method,evenness_factor,longest_bad_streak_days,peak_month,utci_mean_daylight_c,comfort_hours_sun,comfort_hours_shade,elev_offset_k,has_precip,month_01_hours,month_02_hours,month_03_hours,month_04_hours,month_05_hours,month_06_hours,month_07_hours,month_08_hours,month_09_hours,month_10_hours,month_11_hours,month_12_hours,pm25_ugm3,aq_factor,composite
385,386,port-de-paix-1160,Port-de-Paix,Haiti,19.94545803348665,-72.78338893027768,343402.7088,31.97,America/Port-au-Prince,True,coastal+relief,0.7879922517663388,988.5361328125,157.364013671875,False,False,2384.3684998687654,4748.716645373243,0.5021079752551454,92.06134039754295,277.5915956350303,0.32143854580948145,cv,0.6785614541905185,14.0,3,27.607175255248713,1521.9400644876212,3198.4607396424963,0.8150610888671874,True,271.7222101568543,260.81891943506844,277.5915956350303,258.7770337738956,193.62947806117162,141.76495838496226,185.89806216577458,152.9133553208441,92.06134039754295,107.03185424989563,178.52010990284393,263.6395823848821,9.452411003236247,1.0,1617.9405565970146
386,387,hosur-9664,Hosur,India,12.743223786977385,77.81706528837991,388677.6191,870.22,Asia/Kolkata,False,,236.11128985939817,238.90533447265625,864.1459350585938,False,False,2851.873895854996,4724.051104216098,0.6036924311233148,95.56827873401636,306.90108946682284,0.28766929950440073,cv,0.7123307004955992,1.0,1,26.045374620511698,2106.434882232064,3466.9585526859964,-0.039481422119140804,True,306.90108946682284,225.42816208128855,149.63491949942232,95.56827873401636,143.38840095739607,271.45126058646235,298.1711788321773,290.18467947916906,265.3202972293532,227.53947821658505,272.00881039652813,306.27734037577466,19.33699838187702,0.7925111470693995,1609.9684290116866
387,388,gaza-456,Gaza,Palestine,31.522174930006397,34.46963385887594,1060586.961,37.34,Asia/Gaza,True,coastal,2.8455382207936526,150.93753051757812,39.373863220214844,False,False,3046.6508145487237,4756.916271217376,0.6404676140681859,73.99173899878204,376.6450104240303,0.37454613513964635,cv,0.6254538648603536,7.0,5,23.93794972523236,2491.8991077568057,3628.0041089290116,0.013220110931396462,True,280.58943865163116,287.16970953195835,347.275495327737,370.84698754765833,376.6450104240303,249.37181173303392,123.39297834442398,73.99173899878204,122.67137267611471,240.79984438930256,276.14020676559625,297.7562201584554,17.06088996763754,0.8430913340524993,1606.5438617728348
388,389,milan-1498,Milan,Italy,45.52622068030337,9.18773864763654,3135553.23,163.2,Europe/Rome,False,,125.32060977509947,161.81094360351562,150.00929260253906,False,False,3091.197426902524,4889.243566344223,0.6322445149145779,157.88311352852782,384.0811356002369,0.2751075756810173,cv,0.7248924243189827,5.0,5,18.2092769780059,2791.462492024095,3228.40424029059,-0.08573959808349602,True,157.88311352852782,192.5360067155024,294.2002070476329,356.09892100329887,384.0811356002369,297.06209155893407,225.0831894496994,201.53470134154338,292.41260132484314,304.4231997025836,220.5729371416997,165.30932248802182,22.84967637540453,0.7144516361021216,1600.9329358135294
389,390,provo-5351,Provo,United States,40.307758392257604,-111.71497179888149,534551.9818,1423.73,America/Denver,True,relief,876.6891563975404,1908.5263671875,1712.283935546875,False,False,2707.9418799986925,4851.445291111517,0.558172197666538,82.18224622531072,379.54271124203336,0.41141032994898696,cv,0.588589670051013,17.0,5,15.502662108179939,2602.0771861319413,2636.038036655476,1.8756005810546872,True,85.55008847332878,124.2224974374666,232.8715685534938,295.71442018229476,379.54271124203336,335.50501629692775,187.47376075119564,219.8570550830893,281.8571950125665,301.0031642615106,182.16215647947462,82.18224622531072,7.529571197411003,1.0,1593.8666176657503
390,391,torreon-4773,Torreón,México,25.54907172522537,-103.43882027164712,1363775.688,1127.73,America/Monterrey,True,relief,392.5435939515091,432.99658203125,1171.2392578125,False,False,2552.1922780588193,4725.784358459573,0.5400568634686365,98.74854369797539,336.15683395689763,0.37571040675760886,cv,0.6242895932423911,1.0,1,26.571908988648147,1866.8649380237243,3233.975081834404,0.2828101757812499,True,336.15683395689763,274.4557337032684,260.72693438068166,215.65875720113172,139.76832965490996,98.74854369797539,119.01134454356524,117.61056585105497,164.0287957572105,223.2047094851507,280.0913892050955,322.73034062187736,9.101545307443367,1.0,1593.3070791457117
391,392,ondjiva-3184,Ondjiva,Angola,-17.07063155745388,15.722851488097364,321292.4321,1111.02,Africa/Luanda,False,,401.716542451536,9.364013671875,1111.5316162109375,False,False,2315.6056513750605,4665.053796313196,0.4963727649196864,122.48356292115943,302.04443540167324,0.31265465569503376,cv,0.6873453443049662,2.0,7,27.297236014528202,1649.3568515366296,3073.6270070036157,0.003325505371093868,True,189.34969333097723,150.93269544266474,151.022727399648,185.60105688070004,257.36379014643654,300.8528865777308,302.04443540167324,215.0919236938756,145.30666113600486,122.48356292115943,130.6206292407268,164.93558920346308,,1.0,1591.6207637189164
392,393,at-ta-if-1719,At Ta'if,Saudi Arabia,21.277847281754756,40.42335608221958,489682.6141,1673.7,Asia/Riyadh,True,relief,112.06535245522383,755.0445556640625,1730.069580078125,False,False,2944.243016697171,4688.519392224858,0.6279686123469417,130.36928376550262,351.606449444969,0.3500821512462765,cv,0.6499178487537235,1.0,3,25.299825115129014,2298.2460635508673,3529.698073959582,0.3664022705078122,True,319.5811575115512,332.15480737930443,351.606449444969,295.1845527773043,210.22387894724602,130.36928376550262,154.52472253617327,130.95751264802243,135.65205873094882,230.30465278351306,313.00818639955753,340.67575377307816,17.60764563106796,0.8309412081984898,1590.0193697542088
393,394,baguio-1028,Baguio,Philippines,16.42258737220858,120.5943498669425,599130.3407,1387.57,Asia/Manila,True,relief,29.268695308347876,1819.7542724609375,948.389892578125,False,False,2211.290587623108,4754.583044351159,0.46508612153705164,127.58650208749002,279.14260350140114,0.27448796260986696,cv,0.725512037390133,5.0,1,26.813879558615433,1372.9846548130447,2879.1960318380443,-2.8546706982421868,True,279.14260350140114,249.76747319278311,237.8098022103398,210.29648175666424,159.01261540352323,133.76876749808596,127.86554231602696,127.58650208749002,135.2740828048838,159.6718099864321,172.92142925560356,218.17347760987417,10.41799352750809,0.9907112549442647,1589.4158391598185
394,395,sarvestan-6525,Sarvestan,Iran,29.271729987048126,53.22362131546302,1018457.832,1566.6,Asia/Tehran,True,relief,196.91826304079174,1166.0341796875,1833.4228515625,False,False,2861.2122881434602,4752.316481109691,0.6020668656047402,88.06100551482639,356.79146560694005,0.41599715015162547,cv,0.5840028498483745,1.0,3,23.85003602261612,2425.6555040493363,3160.046339261584,1.7343485351562504,True,277.5232445931905,279.3887632967243,356.79146560694005,355.11491582224716,274.1153556885633,107.28235318178182,88.06100551482639,91.55327157308665,128.63365434120374,280.8864253258851,320.9590361799931,300.9027970190179,12.225720064724921,0.9505395541172239,1588.309895041923
395,396,nampula-3306,Nampula,Mozambique,-15.119138348351036,39.261068844875965,1028776.293,389.92,Africa/Maputo,False,,129.51899472853484,218.51571655273438,361.6160888671875,False,False,2615.147851708399,4742.250273772586,0.5514571565679892,108.77358360653108,354.18377461947364,0.393034379613641,cv,0.6069656203863589,2.0,7,26.84799782898147,1949.0340704988223,3323.9361231760868,-0.18397542236328135,True,120.95166690507766,108.77358360653108,148.2721395850563,222.06429983791352,288.53020026312436,313.2002805017578,354.18377461947364,332.8632064256108,258.6570485626583,195.62287293581832,150.79656527186884,121.23221319350847,7.310469255663431,1.0,1587.304838214242
396,397,kafr-al-sheikh-2577,Kafr Al Sheikh,Egypt,31.09479376012553,30.93819715892822,379936.8319,5.82,Africa/Cairo,False,,36.322122214384756,4.591536045074463,3.5740549564361572,False,False,2894.0154069683954,4772.248904909655,0.6064259146229891,78.92192774891154,359.6198366569278,0.3861809525151166,cv,0.6138190474848835,4.0,3,24.883939379924787,2426.6312433458233,3350.2017987598074,-0.01459864278316498,True,316.9847169314157,297.1768780455115,359.6198366569278,339.8135554801181,269.4098589116866,187.5808375440604,104.76167972475676,78.92192774891154,118.94424326300764,220.39847525757565,284.3624197848271,316.0409776195964,14.79918284789644,0.893351492268968,1586.9511814895736
397,398,ciudad-victoria-6217,Ciudad Victoria,México,23.73908071823086,-99.1491900104262,328571.4336,333.31,America/Monterrey,True,relief,135.14312126391457,1471.9244384765625,485.97100830078125,False,False,2504.177815589575,4719.384650483665,0.5306153240408016,91.87409873607155,325.4812647994424,0.3683043931333629,cv,0.6316956068666371,2.0,1,26.274525056883274,1879.9440679457564,3191.124218097866,0.9922965539550781,True,325.4812647994424,270.952240991056,282.40767105401807,200.943418009855,162.56789622156558,134.24935315692795,117.53635289333978,91.87409873607155,127.44953974367981,223.64602149458915,272.94096954261545,294.1289889464144,7.306076051779936,1.0,1581.8781249208262
398,399,santos-7425,Santos,Brazil,-23.956805069751418,-46.338858342837625,1128177.916,14.13,America/Sao_Paulo,True,coastal+relief,1.4788089964304814,840.6334228515625,88.18221282958984,False,False,2974.2557143748922,4700.718835553933,0.6327235936510561,126.26407534032525,311.08526789281024,0.25367184414062344,cv,0.7463281558593766,4.0,7,23.680998857851918,2388.233657864304,3356.376287683353,0.481339383392334,True,145.22582611664265,126.26407534032525,174.4510758218338,231.6934325164852,285.29265152742903,286.7548016340352,311.08526789281024,302.1024418289473,288.403426221903,302.7005373377164,288.96063308843856,231.32154504832627,22.94044498381877,0.7124345559151384,1581.4414115666293
399,400,kampala-1711,Kampala,Uganda,0.31727976125930707,32.570577111633014,5177877.659,1178.29,Africa/Kampala,False,,910.2515131975063,127.402099609375,1172.9100341796875,False,False,2883.4215825452743,4645.521354261727,0.6206884787861474,197.741695161171,307.8482749196679,0.12377882767704941,cv,0.8762211723229506,1.0,7,25.109479079916788,1940.5847420743044,3362.588841815715,-0.034969777832031014,True,229.23188006963375,197.741695161171,211.1700484880591,219.7701616965137,242.1227573487496,275.18093715584365,307.8482749196679,269.28837862502826,244.4173840124885,240.81068002788297,213.7821274119328,232.05725762830275,26.838276699029123,0.6258160733549084,1581.1337212038447
400,401,memphis-6757,Memphis,United States,35.10042771397375,-89.93896167561688,402281.1712,91.02,America/Chicago,False,,516.7644919026055,58.04204177856445,88.78683471679688,False,False,2447.364730740968,4782.115121372513,0.5117745325291438,114.05968555881046,330.7869053659744,0.3553792065645031,cv,0.6446207934354968,13.0,4,19.331313973225345,2282.8876985508705,2566.9151889155473,-0.014515574340820287,True,127.38128580601854,147.41652784421083,262.5090951580046,330.7869053659744,303.7735719791705,182.74837851648394,114.05968555881046,118.11194286645186,203.04146624786333,280.6115866459518,221.94226327880457,154.9820214732229,9.813689320388349,1.0,1577.6221945562938
401,402,saurimo-3896,Saurimo,Angola,-9.668048839145534,20.39223474384388,432901.4691,1063.44,Africa/Luanda,False,,730.3663181888313,144.06756591796875,1064.968505859375,False,False,2337.635852467512,4697.252327066983,0.4976602681097948,158.33590983840406,259.13009034941473,0.19007238336441512,cv,0.8099276166355849,1.0,6,26.924758548755772,1612.4879830946008,3243.1081607244696,0.009935288085937145,True,195.1910905419575,160.7699844790817,166.01742193601362,204.82139802542332,253.66927683139582,259.13009034941473,246.03889816103054,198.215293190038,158.33590983840406,160.105603883468,159.98175324803483,175.35913198324982,17.627362459546926,0.8305030564545126,1572.4045874282535
402,403,hamedan-3522,Hamedan,Iran,34.80166038797947,48.517514494953,504365.6725,1825.38,Asia/Tehran,True,relief,304.7194112167995,1585.87744140625,2051.431884765625,False,False,2680.680349603473,4794.914537324329,0.5590673887379343,89.17933247039247,391.48139594303916,0.40474808793069045,cv,0.5952519120693096,16.0,5,16.743138914597807,2594.1325349713716,2627.9462980195453,1.4693372509765616,True,89.17933247039247,111.13615294543128,189.85461268923527,310.9439214346638,391.48139594303916,281.5096889611814,168.31149438075548,164.381265835943,266.4721296749746,339.5312791234619,216.28574607186965,151.59333007252513,10.689911003236245,0.9846686443725279,1571.216164609849
403,404,kumamoto-2732,Kumamoto,Japan,32.80784787508609,130.73359821171036,624647.9432,37.3,Asia/Tokyo,True,coastal+relief,11.650231380699688,445.92840576171875,92.70515441894531,False,False,2651.3303605692254,4766.982478554481,0.5561863028649527,78.66005870605797,363.55099269642375,0.38505385562730227,cv,0.6149461443726978,9.0,5,18.9315136299876,2499.8895923267937,2685.41434218637,0.3601335037231445,True,157.41326060541385,166.44821233934394,260.0405352214615,321.1008243994664,363.55099269642375,244.95549824148742,110.81039042197753,78.66005870605797,183.9804367402974,305.06165315380514,286.252749214762,173.05574882872833,11.776480582524274,0.9605226537216829,1566.0605152768962
404,405,petrolina-7981,Petrolina,Brazil,-9.398078698073132,-40.509702918795234,444538.0588,374.27,America/Recife,False,,397.39287547234187,71.24798583984375,383.5458984375,False,False,2288.5184216258917,4713.851569629494,0.4854880107745454,127.29865113304112,294.7643897522807,0.3163288219601143,cv,0.6836711780398856,2.0,7,28.66570521716086,1710.2854030320068,2887.0374423459625,0.06029333984375011,True,151.18385375949225,131.5928262272148,127.29865113304112,161.3226971917023,235.96754147204095,266.87258296661173,294.7643897522807,271.0897287308418,220.9858391644817,163.88905793509767,134.09117296919447,129.46008032389219,3.6813754045307445,1.0,1564.5940852789531
405,406,imphal-11608,Imphal,India,24.77084226450597,93.92873242911013,829903.9651,777.92,Asia/Kolkata,True,relief,323.3523942991589,557.4044799804688,810.1744995117188,False,False,2900.6590052105507,4711.784997262274,0.6156178617861264,135.32323929707647,354.8263843637012,0.330868249953982,cv,0.669131750046018,2.0,1,25.39386625976804,2202.482349982903,3398.7558917898773,0.20965424682617212,True,354.8263843637012,320.6332809853393,328.9380081963079,275.30737649054265,216.8666174187864,151.7655030400681,135.32323929707647,148.62012069983854,142.94951430706283,210.13532991233836,286.92174106467365,328.37188943481544,18.746553398058253,0.8056321467098166,1563.6699924483332
406,407,piracicaba-6818,Piracicaba,Brazil,-22.725624522901253,-47.65254751531015,373343.6853,533.81,America/Sao_Paulo,False,,181.12622705659192,185.37258911132812,549.7969970703125,False,False,2462.4059472494127,4702.718744296404,0.5236132716284365,106.59235055778872,301.9828530405916,0.3066661268154963,cv,0.6933338731845037,2.0,7,26.42087104517948,1857.3505766669027,3106.4843017408166,0.1039154809570316,True,137.36550977750147,106.59235055778872,141.12316974391683,184.68160168111098,276.87998209818016,295.0197398174365,301.9828530405916,258.4555090355556,190.95850657281272,221.60272517366994,194.16974502728456,153.57425472356366,13.83819579288026,0.9147067601582165,1561.6509098502688
407,408,armenia-2545,Armenia,Colombia,4.534527048705956,-75.68516520023736,322712.7703,1440.51,America/Bogota,True,relief,164.10336631573833,2525.81640625,1655.8133544921875,False,False,1945.1015834031534,4701.252144551925,0.41374117439270863,116.34570420188334,217.48553068296238,0.20169434725458682,cv,0.7983056527454132,5.0,8,24.793050647289377,1307.0419440986036,2293.64992379007,1.3994718041992187,True,178.3408362870224,150.8163219449354,135.49424686169203,116.34570420188334,155.13008777415968,194.56436017940067,215.8429818038089,217.48553068296238,172.29909102498956,146.92234851498216,118.72994737268344,143.13012675463344,,1.0,1552.785589194791
408,409,kabul-4865,Kabul,Afghanistan,34.5297292571827,69.15218665707665,6254679.472,1878.43,Asia/Kabul,True,relief,1025.3605868851685,919.904052734375,1907.62890625,False,False,3233.2781306008656,4770.115668917685,0.6778196494623955,82.71377946210909,388.0754485410754,0.3913685847202034,cv,0.6086314152797966,17.0,6,14.655591185794838,2898.643924630975,3113.8150235564376,0.18979289062499957,True,82.71377946210909,94.4602559814334,226.1298857101765,306.0264786914851,382.17102199665175,388.0754485410754,338.68527703212726,354.12802436691584,356.9759777393472,322.9984892399732,229.06274070334703,151.85075113622327,19.518543689320385,0.7884768069039916,1551.6235161779512
409,410,enshi-9151,Enshi,China,30.27016791189749,109.46947283544894,625488.8136,456.13,Asia/Shanghai,True,relief,888.6464236253768,1166.263427734375,734.5398559570312,False,False,2735.0629882269172,4752.316481109691,0.5755220636291178,124.36560708353802,293.81132733069427,0.2457288272512469,cv,0.7542711727487531,4.0,10,20.166791181750188,2485.6928747853835,2881.7351361913793,1.809664063720703,True,201.33791101599155,211.86989479263147,288.22533697259286,289.96095382719125,288.90877982519925,210.23332882801586,132.3843521641491,124.36560708353802,210.0283397691694,293.81132733069427,253.18989844047547,230.7472581772686,21.256634304207118,0.7498525710176196,1546.9302328343576
410,411,bengaluru-9558,Bengaluru,India,13.010750229565,77.55991331873831,15178532.9,891.9,Asia/Kolkata,False,,261.8893105776473,167.69281005859375,878.89697265625,False,False,2749.366041919684,4726.784312830809,0.5816567585824801,97.22321316171353,303.4763064789293,0.27783463577762824,cv,0.7221653642223718,2.0,12,26.17541524680992,2017.6090162312908,3388.0250954924395,-0.08451967773437485,True,292.38091385831336,211.84294516909065,142.97114101901062,97.22321316171353,144.66790713905405,257.8777167485142,268.55841321808725,266.91023575453505,253.1377596249889,231.69340236266498,278.62608738478184,303.4763064789293,20.044449838187703,0.7767900035958288,1542.3141666512458
411,412,bamenda-1400,Bamenda,Cameroon,5.964111446596473,10.157405655314504,399783.773,1315.0,Africa/Douala,True,relief,206.72732878613877,1381.904541015625,1491.1207275390625,False,False,2247.829895698932,4678.053203139259,0.4805054149855545,162.25038735989446,234.89910345668892,0.11687693567426145,cv,0.8831230643257385,1.0,12,26.021021308472868,1551.1746086027476,2947.6330282192534,1.1447847290039062,True,220.02926382619543,174.1620286209481,181.71975750806496,172.55026523220917,182.76256063651095,169.22704440616837,179.6539302363276,187.6344780795681,162.25038735989446,169.95828476548215,212.9827915708744,234.89910345668892,20.233373786407768,0.7725916936353829,1533.6798257464263
412,413,aizawl-11580,Aizawl,India,23.73318514868448,92.71996130220793,365805.9844,898.57,Asia/Kolkata,True,relief,155.72761350849282,1078.57958984375,564.6390380859375,False,False,2716.678346448361,4713.918233254243,0.5763100274594513,122.8232462865837,352.38875945097976,0.36058484543555624,cv,0.6394151545644438,2.0,1,25.7507835179669,2042.8528290154386,3246.498170238387,-2.1705512524414066,True,352.38875945097976,319.79983449418216,304.4267332266955,236.4992072011297,177.2997970615395,143.99173574644902,139.1926330210211,144.42249724084138,122.8232462865837,179.36490815740092,263.6527441786638,332.8162503828749,15.506205501618124,0.8776398777418194,1524.5353345284095
413,414,timisoara-276,Timișoara,Romania,45.74997701521569,21.226815769557437,335524.6954,91.17,Europe/Bucharest,False,,415.9646342613103,72.18041229248047,92.54360961914062,False,False,2824.207813783697,4866.977915678043,0.5802795621254103,46.84912323502386,393.3539759323479,0.46047266348878413,cv,0.5395273365112159,21.0,5,15.008518936990926,2673.9527178056796,2851.7921132286338,0.00892846252441405,True,46.84912323502386,103.99231797085781,219.61875610229063,319.7041444108,393.3539759323479,334.6338055940359,297.05723145855563,258.73791566410443,304.83257970251833,299.37804736811495,184.04225110296935,62.007665242078204,8.93227346278317,1.0,1523.737319524882
414,415,ribeirao-preto-6593,Ribeirao Preto,Brazil,-21.165862564428636,-47.80889108675692,671130.7215,563.43,America/Sao_Paulo,False,,334.689734711696,323.1313781738281,600.0684204101562,False,False,2297.799765324204,4698.985581310458,0.4889991096085448,103.38525492697059,295.16031561216107,0.32877969458820916,cv,0.6712203054117909,2.0,7,27.21213759507679,1666.6390434801267,3021.908135863286,0.23814973266601594,True,136.99066589511781,103.38525492697059,133.0069754722442,174.39614613909657,264.0091628092323,288.24381671548184,295.16031561216107,249.86069613196497,167.49172247797537,184.50006522998692,163.33674481224173,137.4181991017306,10.545080906148867,0.9878870909744696,1523.6477589714132
415,416,cali-1158,Cali,Colombia,3.4312429863522453,-76.52084208744449,2691615.942,1007.6,America/Bogota,True,relief,71.75881282722247,1871.8359375,1263.798828125,False,False,1767.735480158314,4664.453823690455,0.37898016509030524,116.87559937265628,183.79486500259736,0.1384725605789781,cv,0.861527439421022,4.0,8,28.22693540089598,1243.20020979178,2674.4247528228866,1.6652923828124997,True,147.3372964084674,123.57067297497636,140.84625391096597,141.97328081263774,148.7102886661495,166.5045043093563,177.0375944274861,183.79486500259736,157.55590043956414,143.1573561076942,120.37186772576275,116.87559937265628,7.420113268608414,1.0,1522.952621794483
416,417,zanjan-3254,Zanjan,Iran,36.67864977944437,48.499127951130866,364138.8361,1680.82,Asia/Tehran,True,relief,118.34266710389642,938.085693359375,1856.569580078125,False,False,2871.2204288165376,4812.847052381821,0.596574210143579,51.27922114073657,378.14157628195375,0.4705153633798305,cv,0.5294846366201695,21.0,5,13.858658630144042,2783.112897961971,2777.6551888420863,1.1423722705078128,True,51.27922114073657,86.59782865123631,164.90708144743806,288.39319555266854,378.14157628195375,363.24216009228775,344.45099752143784,304.7781471373209,317.7760412645249,304.18972793753437,171.3774966610276,96.0869551283704,9.103260517799352,1.0,1520.2671054083319
417,418,santa-marta-4479,Santa Marta,Colombia,11.234828150530348,-74.18664023759449,423996.0067,40.29,America/Bogota,True,coastal+relief,4.855421067584635,2231.056884765625,188.18150329589844,False,False,2538.7012883699867,4736.050556670925,0.5360376241748771,88.2671902201941,338.1190664135188,0.40128193255146183,cv,0.5987180674485382,5.0,1,28.29581552079767,1628.0645955490859,3448.46074903639,0.9612947714233399,True,338.1190664135188,312.48074945224056,326.77765881004154,278.2733485080128,184.27575591755917,153.80977765388988,205.43980862666635,142.29577689168673,88.2671902201941,103.61110064046018,145.09669166499742,260.2543635707191,7.719635922330098,1.0,1519.9663292019925
418,419,zurich-1689,Zurich,Switzerland,47.38165569914851,8.537458307873166,689208.0731,459.38,Europe/Zurich,True,relief,328.43537314293184,404.9056701660156,511.81292724609375,False,False,2899.502736514202,4871.444378536229,0.5952039089863208,59.76964298147041,367.1038967713578,0.4579236486988229,cv,0.542076351301177,19.0,6,13.22738628609438,2793.9407063173658,2809.714886572278,0.3408140270996094,True,59.76964298147041,109.0250652137363,199.38308991229673,289.12723290715513,356.66581268262735,367.1038967713578,363.8461253200967,314.06858345413895,326.11137133147497,281.4326092125219,155.2597731488508,77.70953357847483,11.64846278317152,0.9633674937072995,1514.1746539489482
419,420,uvira-6935,Uvira,Democratic Republic of the Congo,-3.3861772424042926,29.14240526113391,380103.0074,821.78,Africa/Lubumbashi,True,relief,1107.1876784345109,2373.464111328125,1410.65771484375,False,False,2685.2108487344076,4603.256616170834,0.583328515577754,153.0540277492791,317.781738320785,0.20722080187746345,cv,0.7927791981225365,2.0,7,27.93679469055756,1727.8197822651512,3644.8420060745334,3.827705146484375,True,175.32670083687984,153.0540277492791,178.11517731717493,182.22122817954923,226.99095371054196,260.5072936664072,317.781738320785,283.6797147076509,222.54917119319387,241.39239853649102,238.16629326965722,205.42615124679793,23.019004854368934,0.7106887810140237,1512.8995682164782
420,421,anshun-8909,Anshun,China,26.253306934340895,105.94199583380806,582993.3581,1404.05,Asia/Shanghai,False,,543.781478196289,326.953125,1393.9173583984375,False,False,2758.3145183837996,4734.717284175944,0.5825721691139731,95.04649272924249,307.8651829366643,0.3047543985560534,cv,0.6952456014439465,12.0,4,14.827202739344708,2640.3181291753604,2710.3394190418912,-0.06586217041015595,True,95.04649272924249,133.03058274219163,233.89102066879485,307.8651829366643,305.7993626091318,245.7223991221334,254.82709553195488,265.94914798468466,284.3891440645113,285.84516552194856,221.50106721092487,124.44785726161643,19.600800970873784,0.7866488673139159,1508.5612813006348
421,422,hatay-5976,Hatay,Turkey,36.214844978985134,36.158044694214226,548676.2642,118.05,Europe/Istanbul,True,coastal+relief,23.531021935989664,1582.131103515625,345.2588806152344,False,False,2647.6341895711994,4772.248904909655,0.5547980087223306,72.42248882436199,325.6962311320367,0.3810140455471371,cv,0.6189859544528629,4.0,4,23.831582415785537,2264.4309952013864,3004.3647064301945,1.4768577239990233,True,222.35630562606758,250.86177883444,311.69032689379054,325.6962311320367,304.5119932832569,199.62884572268314,94.99820453068172,72.42248882436199,101.14148699156713,225.51815791462963,281.04332666963165,257.76504314805214,13.581674757281553,0.9204072276159655,1508.4078901208961
422,423,sao-jose-do-rio-preto-5528,São José do Rio Preto,Brazil,-20.798011968568108,-49.38619457842771,437282.5062,512.92,America/Sao_Paulo,False,,460.32222988287333,123.06430053710938,525.5614624023438,False,False,2202.138401552604,4695.919054572002,0.4689472659049726,100.70081570515171,271.08782938224834,0.31636941455957546,cv,0.6836305854404245,4.0,6,27.49162883995086,1625.7944881068565,2885.171815433528,0.08216950561523463,True,122.16472484251365,100.70081570515171,125.27395824423739,170.23232688141934,253.28790148453896,271.08782938224834,266.4183091978416,241.899009913405,186.8030713244548,174.43994848753644,158.43448114682562,131.3960249424311,8.296699029126215,1.0,1505.4491646742474
423,424,fortaleza-8154,Fortaleza,Brazil,-3.777554985707605,-38.56140820168193,3324148.631,22.15,America/Fortaleza,True,coastal,7.685984768105407,289.0037536621094,22.070533752441406,False,False,2398.776194553325,4748.25,0.5051916378778128,100.50176970360359,303.76770775411694,0.35930221187691874,cv,0.6406977881230813,2.0,8,27.979534308146857,1323.9052122306248,3481.856543496179,-0.0005165306091308501,True,157.9219167244145,114.77686319413158,101.77142278890555,100.50176970360359,151.82510811076867,224.98103737429727,287.45769129290073,303.76770775411694,291.24078094345816,257.64811180776366,215.44996911355776,191.43381574540618,10.961690938511326,0.9786290902553039,1504.0458517086793
424,425,austin-5951,Austin,United States,30.35523086533692,-97.73378767698992,1580153.318,224.25,America/Chicago,False,,208.90955638782324,193.21487426757812,219.80905151367188,False,False,2438.233349995047,4755.383007848147,0.5127312239563158,66.65745826894806,311.2264757172996,0.38637284866331373,cv,0.6136271513366862,9.0,3,22.742522821599906,2195.676328579435,2643.7593517585583,-0.02886616516113281,True,218.79113323771674,221.27143991653688,311.2264757172996,302.3252041169501,250.51697940932948,118.09415393142092,97.74486032697955,66.65745826894806,118.3701087143814,235.96949151036972,259.75819322593077,237.50785161918375,7.903058252427185,1.0,1496.166184851566
425,426,tabriz-1432,Tabriz,Iran,38.06479677098566,46.296815092826535,1318694.238,1444.26,Asia/Tehran,True,relief,226.25863389581608,842.4375,1603.538330078125,False,False,2780.762232115805,4797.581082314291,0.5796175581829669,57.386615713111404,400.7994344223081,0.45093628752669274,cv,0.5490637124733073,16.0,5,14.870046401816237,2703.2089033388943,2740.745382891336,1.0353091455078125,True,57.386615713111404,96.74000203967523,171.1974667953806,298.3598880361174,400.7994344223081,345.5639203325667,270.6171776097419,219.38712828414793,304.6904644896553,318.90672356179584,195.1635495582209,101.94986127308377,10.958114886731392,0.9787085580726357,1494.3075282516736
426,427,tacoma-4974,Tacoma,United States,47.2157818193361,-122.47566290946968,330413.9109,77.81,America/Los_Angeles,True,coastal,6.206639861404408,142.336669921875,69.93013000488281,False,False,3186.3672045326716,4883.310503741558,0.6525014541039935,75.4267536463782,471.18403165596845,0.531195428666825,cv,0.468804571333175,18.0,7,12.051401136095349,3097.29697003637,3011.2699774646785,-0.05121915496826173,True,98.37845521270391,101.97175551846782,182.9034884348531,257.64372579951197,393.900281564612,437.3860772153302,471.18403165596845,423.6175395158315,356.09566831012654,261.98513239478933,125.87429526409854,75.4267536463782,9.640461165048544,1.0,1493.7835114310262
427,428,shymkent-2306,Shymkent,Kazakhstan,42.337175382196726,69.59930966212029,1239662.754,516.09,Asia/Almaty,False,,1238.4840147875698,266.0862121582031,506.5934143066406,False,False,2682.601563415824,4849.712036868042,0.5531465668522982,83.02289662897279,365.86248789958086,0.4149417892788333,cv,0.5850582107211667,13.0,5,16.789149598587898,2480.670038987783,2790.562581788527,-0.06172780700683614,True,83.6220714057509,114.23172761155621,234.43976283950823,334.2638034048957,365.86248789958086,270.9194376308982,205.39630068134352,220.76420664595852,312.0695397850644,295.6008669154881,162.4084619668062,83.02289662897279,12.230800970873787,0.9504266450916936,1491.6737773467876
